country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR,category
,Lime Juice,0,0,0,1,ml,100,25.0,0.4,0.1,8.4,0.3,1.7,1.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Lime Pickle,0,0,0,1,g,100,84.0,0.8,4.0,11.0,2.3,4.7,1440.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Linseeds,1,0,0,0,g,100,443.83,18.55,35.67,8.15,26.17,0.6,32.93,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Litchi,1,0,0,0,unit,1,53.78,0.99,0.26,9.3,1.34,9.3,0.54,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Litti Chokha,1,0,0,0,unit,1,300.0,9.0,8.0,48.0,6.0,3.0,220.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Little Millet,0,0,0,1,g,100,341.0,9.7,4.7,67.0,7.6,0.0,5.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Ecuador,Llapingachos,1,0,0,0,unit,1,135.0,3.2,4.8,19.0,1.7,0.9,190.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Lobster,1,0,0,0,g,100,79.71,17.25,0.67,0.0,0.0,0.0,165.5,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Lobster Butter Garlic,0,1,0,0,g,100,220.0,20.0,14.0,3.0,0.2,0.5,320.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
Finland,Lohikeitto,0,1,0,0,ml,100,78.0,5.2,4.5,4.0,0.4,1.0,200.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
Slovakia,Lokse,1,0,0,0,unit,1,120.0,2.0,3.0,21.0,1.1,0.5,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Longan,0,0,0,1,unit,1,60.0,1.3,0.1,15.1,1.1,13.2,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Lotus root,1,0,0,0,g,100,79.35,1.94,0.93,13.46,4.7,0.24,20.63,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Greece,Loukoumades,1,0,0,0,unit,1,92.0,1.2,4.5,12.0,0.3,6.5,40.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Luchi,1,0,0,0,unit,1,90.0,2.0,4.0,12.0,0.5,0.2,60.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United Arab Emirates,Luqaimat,1,0,0,0,unit,1,72.0,1.0,3.0,10.0,0.3,5.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Lychee,0,0,0,1,unit,1,66.0,0.8,0.4,16.5,1.3,15.2,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Lychee Juice,0,0,0,1,ml,100,60.0,0.2,0.1,15.0,0.2,13.5,1.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Maagaa,1,0,0,0,g,100,87.48,20.11,0.67,0.0,0.0,0.0,52.28,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
United States,Mac and Cheese,1,0,0,0,g,100,164.0,6.8,7.2,18.4,0.8,2.5,330.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Mace,1,0,0,0,g,100,355.64,6.24,24.41,23.71,20.31,0.85,27.17,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Macher Jhol (Fish Curry),0,1,0,0,g,100,120.0,8.0,7.0,6.0,1.0,2.0,300.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Machha Besara (Fish Curry),0,1,0,0,g,100,130.0,8.0,8.0,6.0,1.5,2.5,300.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Mackerel,1,0,0,0,g,100,101.1,21.51,1.53,0.0,0.0,0.0,83.01,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Maddur Vada,1,0,0,0,unit,1,180.0,3.0,9.0,22.0,1.5,1.0,170.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Madra,1,0,0,0,g,100,170.0,6.0,10.0,14.0,3.0,2.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Maggi,0,0,0,1,g,100,445.0,8.5,17.0,64.0,2.5,3.0,1200.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Zimbabwe,Maheu,0,0,0,1,ml,100,52.0,0.8,0.3,11.7,0.2,4.9,18.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
India,Mahua Drink,0,0,0,1,ml,100,65.0,0.3,0.0,16.0,0.0,12.0,5.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Maize,1,0,0,0,g,100,183.64,5.51,2.17,30.16,6.4,2.6,2.97,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Majjige (Buttermilk),1,0,0,0,ml,100,40.0,1.8,1.0,4.8,0.0,4.8,50.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
India,Makki Di Roti,0,0,0,1,unit,1,140.0,3.0,2.0,27.0,2.0,0.5,60.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Malabar Parotta,1,0,0,0,unit,1,230.0,4.0,9.0,33.0,1.0,1.0,220.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Malai Kofta,1,0,0,0,g,100,220.0,6.0,15.0,14.0,2.0,4.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Malpua,1,0,0,0,unit,1,180.0,3.0,7.0,26.0,0.5,15.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Malvani Fish Curry,0,1,0,0,g,100,119.9,8.0,7.2,5.8,1.9,3.8,339.6,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Manchurian,0,0,0,1,g,100,176.0,4.2,7.4,22.0,2.0,3.1,410.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Manda clathi,0,0,1,0,g,100,95.12,21.27,1.0,0.0,0.0,0.0,58.5,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Manda Pitha,0,0,1,0,unit,1,150.0,2.0,3.0,29.0,1.0,10.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mandarin,0,0,0,1,unit,1,53.0,0.8,0.3,13.3,1.8,10.6,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mangalore Bonda,1,0,0,0,unit,1,160.0,2.5,7.0,21.0,1.0,2.0,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Mangalorean Fish Curry,0,1,0,0,g,100,120.0,8.0,7.0,6.0,2.0,3.8,340.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Mango,1,0,0,0,unit,1,48.43,0.57,0.49,8.37,1.95,7.63,5.35,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Mango ginger,1,0,0,0,g,100,42.3,1.45,0.7,4.21,4.74,2.42,5.51,0.55,0.5,0.45,25.0,4.0,2.75,55.0,0.85,0.78,0.75,2.05,2.1,fruits
,Mango Juice,0,0,0,1,ml,100,60.0,0.3,0.2,15.0,0.3,13.0,2.0,0.5,0.45,0.4,22.5,3.6,2.48,49.5,0.76,0.7,0.68,1.84,1.89,fruits
India,Mango Lassi,1,0,0,0,ml,100,95.0,3.0,2.4,15.0,0.3,13.0,40.0,0.5,0.45,0.4,22.5,3.6,2.48,49.5,0.76,0.7,0.68,1.84,1.89,fruits
,Mango Pickle,0,0,0,1,g,100,95.0,0.8,5.0,12.0,2.1,5.0,1500.0,0.55,0.5,0.45,25.0,4.0,2.75,55.0,0.85,0.78,0.75,2.05,2.1,fruits
,Mangosteen,1,0,0,0,unit,1,52.34,0.63,0.24,9.41,1.87,8.91,3.79,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Manila tamarind,1,0,0,0,unit,1,81.74,3.56,1.14,12.63,4.4,12.13,1.35,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
China,Mapo Tofu,0,1,0,0,g,100,145.0,8.4,9.3,6.8,1.1,2.0,430.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Italy,Margherita Pizza,1,0,0,0,unit,1,285.0,12.0,10.0,36.0,2.5,3.6,640.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Marionberry,0,0,0,1,unit,1,47.0,1.4,0.5,10.2,5.3,4.8,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
India,Masala Chai,1,0,0,0,ml,100,35.0,1.0,1.2,5.0,0.0,4.5,18.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Masala Omelette,0,0,1,0,unit,1,125.0,7.4,9.0,3.0,0.4,1.0,130.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Masala Tea,1,0,0,0,ml,100,35.0,1.0,1.2,5.0,0.0,4.5,18.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Masala Vada,1,0,0,0,unit,1,130.0,4.0,6.0,15.0,2.0,0.8,150.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Masale Bhaat,1,0,0,0,unit,1,466.2,8.1,20.4,61.3,4.8,6.3,282.1,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United States,Mashed Potatoes,1,0,0,0,g,100,88.0,2.0,3.0,14.1,1.4,1.2,290.0,0.4,0.36,0.32,20.0,2.88,1.98,39.6,0.61,0.56,0.54,1.48,1.51,vegetables
India,Masoor Dal,0,0,0,1,g,100,352.0,24.6,1.1,63.4,10.7,2.0,6.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Masor Tenga (Fish Curry),0,1,0,0,g,100,115.0,8.0,6.0,5.0,1.0,2.0,280.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Matha,1,0,0,0,g,100,92.97,21.17,0.79,0.0,0.0,0.0,62.58,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Matta Rice,0,0,0,1,g,100,150.0,3.0,0.5,32.0,2.0,0.2,5.0,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
India,Mawa Bati,1,0,0,0,unit,1,220.0,4.0,10.0,28.0,0.5,18.0,40.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Mawa Kachori,1,0,0,0,unit,1,240.0,4.0,10.0,32.0,0.5,16.0,45.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mayonnaise,0,0,1,0,g,100,680.0,1.0,75.0,1.0,0.0,1.0,635.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Zimbabwe,Mazondo,0,1,0,0,g,100,170.0,17.0,9.0,2.0,0.0,0.0,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Meat Omelette,0,1,0,0,unit,1,160.0,10.0,12.0,2.0,0.1,0.6,190.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Australia,Meat Pie,0,1,0,0,unit,1,280.0,8.0,16.0,26.0,1.2,1.4,320.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Meatballs,0,1,0,0,unit,1,85.0,4.5,6.0,2.5,0.2,0.4,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United States,Meatloaf,0,1,0,0,g,100,247.0,14.7,15.6,10.2,0.6,3.2,410.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Medu Vada,1,0,0,0,unit,1,95.0,2.0,5.5,9.0,1.0,0.5,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Meen Kozhambu,0,1,0,0,g,100,130.0,8.0,8.0,6.0,1.0,2.0,300.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Methi Aloo,0,0,0,1,g,100,110.0,3.0,4.0,15.0,3.0,1.5,130.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Methi Paratha,1,0,0,0,unit,1,170.0,4.0,5.0,25.0,2.5,1.0,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Milk,1,0,0,0,ml,100,90.11,3.47,5.53,5.21,0.0,5.12,27.78,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
,Milk fish,0,1,0,0,g,100,105.64,23.66,1.09,0.0,0.0,0.0,42.98,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Milk Tea,1,0,0,0,ml,100,42.0,1.2,1.5,6.0,0.0,5.0,28.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
United States,Milkshake,1,0,0,0,ml,100,112.0,3.2,3.0,19.0,0.3,17.0,75.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
Italy,Minestrone,0,0,0,1,ml,100,38.0,1.5,0.9,6.2,1.4,1.7,220.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Mint leaves,1,0,0,0,g,100,37.05,4.66,0.65,1.1,5.89,0.08,16.87,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Miracle Fruit,0,0,0,1,unit,1,35.0,0.4,0.2,8.0,2.0,3.0,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Mirchi Bada,1,0,0,0,unit,1,130.0,2.0,6.0,16.0,1.5,1.0,150.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Mirchi Bajji,1,0,0,0,unit,1,120.0,2.0,6.0,14.0,1.5,1.0,150.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Misal Pav,1,0,0,0,unit,1,400.0,10.0,15.0,50.0,7.5,4.7,754.7,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mishti Doi,1,0,0,0,g,100,160.0,4.0,5.0,24.0,0.0,22.0,50.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Japan,Miso Soup,0,0,0,1,ml,100,34.0,2.0,1.2,4.0,0.6,1.0,450.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Missi Roti,0,0,0,1,unit,1,140.0,5.0,2.0,24.0,3.0,1.0,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mithun,1,0,0,0,g,100,139.98,18.95,7.12,0.0,0.0,0.0,34.51,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mittha,1,0,0,0,unit,1,240.0,3.0,5.0,44.0,1.0,14.0,60.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Mix Veg Curry,0,0,0,1,g,100,110.0,3.0,5.0,13.0,3.0,2.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Mix Veg Paratha,1,0,0,0,unit,1,195.0,4.5,7.5,27.0,2.0,1.2,230.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mixed Fruit Juice,0,0,0,1,ml,100,52.0,0.3,0.1,12.8,0.3,10.5,2.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Mixed Pickle,0,0,0,1,g,100,88.0,1.0,4.3,11.0,2.3,4.5,1480.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mixed Veg Paratha,1,0,0,0,unit,1,200.0,5.0,6.0,29.0,3.0,2.0,200.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mixed Vegetable,0,0,0,1,g,100,92.0,2.5,4.0,11.0,3.0,2.5,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Modak,1,0,0,0,unit,1,125.0,2.0,3.0,24.0,1.0,10.0,20.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Modur Pulao,1,0,0,0,unit,1,320.0,5.0,8.0,56.0,2.0,10.0,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mohanthal,1,0,0,0,unit,1,180.0,3.0,8.0,24.0,1.0,16.0,25.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Momos,0,1,0,0,unit,1,180.0,8.0,5.0,26.0,1.5,1.0,260.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mooli Paratha,1,0,0,0,unit,1,180.0,4.0,5.0,27.0,2.5,1.5,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Moon fish,0,1,0,0,g,100,125.72,20.74,4.69,0.0,0.0,0.0,65.17,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Moong Dal,0,0,0,1,g,100,347.0,24.0,1.2,62.6,16.3,6.6,15.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Moong Dal Halwa,1,0,0,0,g,100,250.0,5.0,11.0,32.0,1.5,20.0,48.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Moong Dal Tadka,0,0,0,1,g,100,128.0,7.0,3.5,17.0,3.7,1.0,160.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Zimbabwe,Mopane Worms,0,1,0,0,g,100,430.0,55.0,16.0,9.0,1.0,0.0,160.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Brazil,Moqueca,0,1,0,0,g,100,156.0,11.0,9.0,7.0,1.0,1.8,240.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Morok Metpa,0,0,0,1,g,100,70.0,1.5,2.0,10.0,2.0,1.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mosambi (Sweet Lime) Juice,0,0,0,1,ml,100,43.0,0.4,0.2,10.0,0.1,8.4,1.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Mosdeng Serma,0,0,0,1,g,100,85.0,1.5,4.0,10.0,2.0,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Moth bean,1,0,0,0,g,100,308.56,19.75,1.76,48.0,15.12,1.36,26.34,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Belgium,Moules-Frites,0,1,0,0,g,100,172.0,10.8,7.2,15.0,1.0,0.8,260.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Greece,Moussaka,0,1,0,0,g,100,181.0,8.3,11.0,12.0,1.7,3.0,260.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mozzarella,1,0,0,0,g,100,280.0,28.0,17.0,3.1,0.0,1.0,627.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mud crab,1,0,0,0,g,100,45.41,10.0,0.55,0.0,0.0,0.0,305.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Muesli,0,0,0,1,g,100,376.0,11.0,6.7,67.0,7.7,16.0,122.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
United States,Muffin,1,0,0,0,unit,1,265.0,4.0,10.0,39.0,1.0,20.0,340.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mughlai Paratha,0,0,1,0,unit,1,300.0,9.0,14.0,32.0,1.5,1.5,260.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mui Borok,0,1,0,0,unit,1,320.0,14.0,12.0,38.0,3.0,2.0,260.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Estonia,Mulgipuder,0,1,0,0,g,100,120.0,3.8,4.7,15.0,1.4,0.9,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mullet,1,0,0,0,g,100,93.93,20.23,1.32,0.0,0.0,0.0,66.09,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Multigrain Bread,1,0,0,0,unit,1,74.0,3.4,1.2,12.0,1.8,1.2,118.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Multigrain Roti,0,0,0,1,unit,1,130.0,4.0,1.5,24.0,3.0,0.6,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mural,1,0,0,0,g,100,82.46,19.04,0.58,0.0,0.0,0.0,110.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Zimbabwe,Muriwo Unedovi,0,0,0,1,g,100,96.0,3.2,6.1,7.3,2.4,1.2,95.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Murukku,0,0,0,1,unit,1,110.0,2.0,5.0,15.0,1.0,0.5,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mushroom,0,0,0,1,unit,1,22.0,3.1,0.3,3.3,1.0,2.0,5.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mushroom Masala,0,0,0,1,g,100,120.0,4.0,7.0,10.0,2.0,2.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Musk melon,1,0,0,0,unit,1,25.45,0.47,0.3,2.67,1.5,2.67,15.36,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Muskmelon,0,0,0,1,unit,1,34.0,0.8,0.2,8.2,0.9,7.8,16.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mustard Greens,0,0,0,1,unit,1,27.0,2.9,0.4,4.7,3.2,1.3,20.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mustard leaves,1,0,0,0,g,100,30.35,3.52,0.51,1.45,3.92,0.04,19.14,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Mustard oil,1,0,0,0,ml,100,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Mustard Sauce,0,0,0,1,ml,100,66.0,4.4,4.0,5.8,3.3,0.4,1135.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Mustard seeds,1,0,0,0,g,100,509.56,19.51,40.19,14.12,14.1,5.07,3.97,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Saudi Arabia,Mutabbaq,0,1,0,0,unit,1,230.0,8.0,10.0,24.0,1.0,0.9,270.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Mutton Biryani,0,1,0,0,unit,1,520.0,20.0,18.0,60.0,2.0,2.0,680.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Mutton Curry,0,1,0,0,g,100,190.0,14.0,13.0,4.0,0.5,1.0,360.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Mutton Dalcha,0,1,0,0,g,100,190.0,11.0,12.0,9.0,2.0,1.5,310.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
